Date/Time,Lat,Lon,Base
2014/9/1 00:01:00,40.2201,-74.0021,B02512
2014/9/1 00:01:00,40.75,-74.0027,B02512
2014/9/1 00:03:00,40.7559,-73.9864,B02512
2014/9/1 00:06:00,40.745,-73.9889,B02512
2014/9/1 00:11:00,40.8145,-73.9444,B02512
2014/9/1 00:12:00,40.6735,-73.9918,B02512
2014/9/1 00:15:00,40.7471,-73.6472,B02512
2014/9/1 00:16:00,40.6613,-74.2691,B02512
2014/9/1 00:32:00,40.3745,-73.9999,B02512
2014/9/1 00:33:00,40.7633,-73.9773,B02512
2014/9/1 00:33:00,40.7467,-73.6131,B02512
2014/9/1 00:37:00,40.8105,-73.96,B02512
2014/9/1 00:38:00,40.679,-74.0111,B02512
2014/9/1 00:39:00,40.4023,-73.9839,B02512
2014/9/1 00:48:00,40.7378,-74.0395,B02512
2014/9/1 00:48:00,40.7214,-73.9884,B02512
2014/9/1 00:49:00,40.8646,-73.9081,B02512
2014/9/1 01:08:00,40.7398,-74.0061,B02512
2014/9/1 01:17:00,40.6793,-74.0116,B02512
2014/9/1 01:19:00,40.7328,-73.9875,B02512
2014/9/1 01:39:00,40.6743,-73.9334,B02512
2014/9/1 01:41:00,40.7638,-73.9962,B02512
2014/9/1 02:03:00,40.7638,-73.9811,B02512
2014/9/1 02:13:00,40.7415,-73.9975,B02512
2014/9/1 02:33:00,40.7445,-73.9855,B02512
2014/9/1 02:39:00,40.6614,-73.9409,B02512
2014/9/1 02:41:00,40.7494,-73.9946,B02512
2014/9/1 03:18:00,40.7529,-74.004,B02512
2014/9/1 04:01:00,41.0319,-74.1813,B02512
2014/9/1 04:06:00,40.7983,-73.9628,B02512
2014/9/1 04:20:00,40.6932,-73.943,B02512
2014/9/1 04:34:00,40.707,-74.0045,B02512
2014/9/1 05:02:00,40.7193,-73.9998,B02512
2014/9/1 05:11:00,40.7608,-73.9859,B02512
2014/9/1 05:12:00,40.8293,-73.9432,B02512
2014/9/1 05:16:00,40.7612,-73.9874,B02512
2014/9/1 05:25:00,40.7215,-73.9841,B02512
2014/9/1 05:29:00,40.7778,-73.9888,B02512
2014/9/1 05:45:00,40.7501,-74.0025,B02512
2014/9/1 05:55:00,40.7769,-73.9862,B02512
2014/9/1 05:56:00,40.7499,-73.9717,B02512
2014/9/1 06:04:00,40.7513,-73.935,B02512
2014/9/1 06:08:00,40.7291,-73.9813,B02512
2014/9/1 06:14:00,40.7674,-73.9841,B02512
2014/9/1 06:26:00,40.7414,-73.9983,B02512
2014/9/1 06:35:00,40.7685,-73.8626,B02512
2014/9/1 06:43:00,40.8298,-73.9719,B02512
2014/9/1 06:51:00,40.6878,-73.9562,B02512
2014/9/1 06:56:00,40.7686,-73.8626,B02512
2014/9/1 07:01:00,40.7878,-73.5375,B02512
2014/9/1 07:22:00,40.7636,-73.9911,B02512
2014/9/1 07:30:00,40.7364,-73.9966,B02512
2014/9/1 07:33:00,40.7593,-73.9752,B02512
2014/9/1 07:37:00,40.7955,-74.2537,B02512
2014/9/1 07:37:00,40.7303,-73.9998,B02512
2014/9/1 07:41:00,40.756,-73.9728,B02512
2014/9/1 07:58:00,40.7558,-73.9764,B02512
2014/9/1 08:05:00,40.7739,-73.8725,B02512
2014/9/1 08:11:00,40.6788,-73.9586,B02512
